,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-14.10185,0.0,-14.10185,11,-13.857110999999998,1.0431304e-06,-13.857109
0.0006244,2,-14.103465,0.009242705300000001,-14.094222,11,-13.858803,0.0062130373999999995,-13.85259
0.0008759,3,-14.104297,0.011129653,-14.093167000000001,11,-13.859535000000001,0.008250641500000001,-13.851284
0.0012286,4,-14.105313,0.013560947,-14.091752,11,-13.860451000000001,0.010942582,-13.849507999999998
0.0017234,5,-14.106545,0.016576852,-14.089967999999999,11,-13.861587,0.014349208,-13.847238
0.0024174,6,-14.108031,0.020271791,-14.087759,11,-13.862983999999999,0.01845503,-13.844529000000001
0.0033909,7,-14.109814000000002,0.024799138,-14.085015,11,-13.864687,0.023205108,-13.841481
0.0047565,8,-14.111943,0.030379114,-14.081564000000002,11,-13.866753,0.028645588,-13.838107
0.006672,9,-14.114469,0.03731075,-14.077157999999999,11,-13.869238000000001,0.035121384,-13.834117
0.0093589,10,-14.117442,0.045984326,-14.071457999999998,11,-13.872197,0.04332893,-13.828868
0.0131278,11,-14.120907,0.056881460999999994,-14.064025,11,-13.875670999999999,0.054180238,-13.821491
0.0184145,12,-14.124882999999999,0.070571308,-14.054312,11,-13.879670999999998,0.068605023,-13.811066
0.0258302,13,-14.129323000000001,0.08771158800000001,-14.041611999999999,11,-13.884129000000001,0.08736216599999999,-13.796766
0.0362323,14,-14.133847,0.10905664,-14.02479,11,-13.888664000000002,0.11085522,-13.777809
0.0508234,15,-14.138055,0.13499745,-14.003057,11,-13.892906,0.13858876,-13.754317000000002
0.0712906,16,-14.142183,0.16573663,-13.976446,11,-13.897056,0.16962544,-13.727431
0.1,17,-14.146412,0.20270632,-13.943706,11,-13.901243,0.20506522,-13.696176999999999
0.140271,18,-14.150337,0.24868689,-13.90165,11,-13.904988000000001,0.24925861,-13.655729999999998
0.19676,19,-14.153053,0.30751771,-13.845535,11,-13.907266,0.30894889,-13.598317000000002
0.275997,20,-14.152582,0.38458988,-13.767992000000001,11,-13.905926999999998,0.39175091,-13.514176
